"","year","month","tmin","tmax","spei","drought","yrmo","tave","wy","wymo","p","T_anom","P_anom"
"31",1943,7,12.5268817204301,24.9910394265233,-0.0239663624991837,"none","1943-7",18.7589605734767,1943,10,0,-0.755005896134925,-0.554181817454545
"32",1943,8,13.3691756272402,25.3942652329749,-0.115607359655955,"none","1943-8",19.3817204301075,1943,11,0,-0.62916836804137,-0.739493670594937
"33",1943,9,12.3703703703704,25.3518518518518,-0.135872854583557,"none","1943-9",18.8611111111111,1943,12,0,-0.62433449074075,-4.6958249964375
"34",1943,10,10.5913978494624,23.5663082437276,-0.125092226713342,"none","1943-10",17.078853046595,1944,1,18.796,-0.692528260270198,3.25315386252564
"35",1943,11,5.98148148148148,23.8518518518519,-0.234977470490944,"none","1943-11",14.9166666666667,1944,2,0,-0.231778252611583,-46.3159230367692
"36",1943,12,6.32616487455197,18.8888888888889,0.117899995218181,"none","1943-12",12.6075268817204,1944,3,106.426,-0.217112273563886,32.7557027784189
"37",1944,1,4.19354838709677,18.8172043010753,-1.36895568367755,"severe","1944-1",11.505376344086,1944,4,36.576,-1.04815733847992,-63.9949741778077
"38",1944,2,5.13409961685824,17.2988505747126,-0.508807260492075,"none","1944-2",11.2164750957854,1944,5,185.928,-1.9254298941799,84.3247437715641
"39",1944,3,5.91397849462365,21.0035842293907,-0.712891678011225,"dry","1944-3",13.4587813620072,1944,6,35.306,-0.496291003130533,-43.5294170578608
"40",1944,4,6.92592592592593,20.7962962962963,-0.718383086466791,"dry","1944-4",13.8611111111111,1944,7,23.622,-1.42424242424243,-8.70176619122078
"41",1944,5,9.6415770609319,20.5376344086022,-0.618174265225353,"dry","1944-5",15.089605734767,1944,8,1.27,-1.22328629032258,-7.4421999767875
"42",1944,6,10.4074074074074,22.2962962962963,-0.520158960025673,"none","1944-6",16.3518518518519,1944,9,0,-1.32746698029326,-2.25063290401266
"43",1944,7,12.078853046595,22.6164874551971,-0.407007822444375,"none","1944-7",17.3476702508961,1944,10,0,-2.16629621871557,-0.554181817454545
"44",1944,8,12.2939068100358,25.8064516129032,-0.488249215928065,"none","1944-8",19.0501792114695,1944,11,0,-0.960709586679378,-0.739493670594937
"45",1944,9,13.0185185185185,23.0648148148148,-0.394316770727891,"none","1944-9",18.0416666666667,1944,12,0.254,-1.44377893518518,-4.4418249964375
"46",1944,10,11.1469534050179,22.9032258064516,-0.472212612629334,"none","1944-10",17.0250896057348,1945,1,0,-0.746291701130406,-15.5428461374744
"47",1944,11,6.90740740740741,19.7777777777778,0.0258697419317286,"none","1944-11",13.3425925925926,1945,2,81.534,-1.80585232668566,35.2180769632308
"48",1944,12,4.73118279569892,20.9318996415771,-0.443012686119334,"none","1944-12",12.831541218638,1945,3,28.448,0.00690206335367627,-45.2222972215811
"49",1945,1,3.96057347670251,19.3010752688172,-0.564093164908266,"dry","1945-1",11.6308243727599,1945,4,21.59,-0.922709309806088,-78.9809741778077
"50",1945,2,5.95238095238095,19.3452380952381,-1.04498354357271,"moderate","1945-2",12.6488095238095,1945,5,109.474,-0.493095466155816,7.87074377156411
"51",1945,3,5.28673835125448,18.1362007168459,-0.518997485123943,"none","1945-3",11.7114695340502,1945,6,101.092,-2.24360283108752,22.2565829421392
"52",1945,4,6.7962962962963,19.6296296296296,-0.596333296738488,"dry","1945-4",13.212962962963,1945,7,0.762,-2.07239057239058,-31.5617661912208
"53",1945,5,9.58781362007169,21.7562724014337,-0.661434419923082,"dry","1945-5",15.6720430107527,1945,8,0.762,-0.640849014336913,-7.9501999767875
"54",1945,6,11.7037037037037,21.7777777777778,-0.582934709530149,"dry","1945-6",16.7407407407407,1945,9,1.27,-0.938578091404374,-0.980632904012658
"55",1945,7,14.7491039426523,25.089605734767,-0.628937301895152,"dry","1945-7",19.9193548387097,1945,10,0,0.405388369098048,-0.554181817454545
"56",1945,8,14.1397849462366,27.1326164874552,-0.679811767142271,"dry","1945-8",20.6362007168459,1945,11,0,0.62531191869698,-0.739493670594937
"57",1945,9,13.1666666666667,26.4722222222222,-0.785440899875135,"dry","1945-9",19.8194444444444,1945,12,3.81,0.333998842592599,-0.8858249964375
"58",1945,10,11.1111111111111,23.5573476702509,-0.756877552768097,"dry","1945-10",17.334229390681,1946,1,9.398,-0.437151916184174,-6.14484613747436
"59",1945,11,6.20370370370371,22.2407407407407,-1.18794185615619,"moderate","1945-11",14.2222222222222,1946,2,15.24,-0.92622269705603,-31.0759230367692
"60",1945,12,5.6989247311828,19.1397849462366,-0.357654777152432,"none","1945-12",12.4193548387097,1946,3,172.212,-0.405284316574642,98.5417027784189
"61",1946,1,3.26164874551971,19.6057347670251,-0.451110443922224,"none","1946-1",11.4336917562724,1946,4,10.16,-1.11984192629354,-90.4109741778077
"62",1946,2,3.45238095238095,18.4920634920635,-0.974116393965958,"moderate","1946-2",10.9722222222222,1946,5,18.288,-2.16968276774311,-83.3152562284359
"63",1946,3,5.86021505376344,19.5340501792115,-1.17111029691901,"moderate","1946-3",12.6971326164875,1946,6,68.326,-1.25793974865024,-10.5094170578608
"64",1946,4,8.2962962962963,21.1296296296296,-1.15326604183386,"moderate","1946-4",14.712962962963,1946,7,0,-0.572390572390576,-32.3237661912208
"65",1946,5,10.5197132616487,21.0394265232975,-1.11786242021392,"moderate","1946-5",15.7795698924731,1946,8,1.27,-0.533322132616487,-7.4421999767875
"66",1946,6,11.2407407407407,24.7407407407407,-1.24230154884772,"severe","1946-6",17.9907407407407,1946,9,0.508,0.311421908595634,-1.74263290401266
"67",1946,7,14.0501792114695,26.4695340501792,-1.4361798222001,"severe","1946-7",20.2598566308244,1946,10,0,0.745890161212746,-0.554181817454545
"68",1946,8,13.3512544802867,26.4874551971326,-1.38278348606089,"severe","1946-8",19.9193548387097,1946,11,0,-0.0915339594392321,-0.739493670594937
"69",1946,9,12.5925925925926,27.037037037037,-1.46041695326462,"severe","1946-9",19.8148148148148,1946,12,0,0.329369212962963,-4.6958249964375
"70",1946,10,8.62007168458782,24.1397849462366,-1.46181299467261,"severe","1946-10",16.3799283154122,1947,1,22.606,-1.39145299145299,7.06315386252564
"71",1946,11,5.98148148148148,20.6481481481481,-0.544096504704374,"dry","1946-11",13.3148148148148,1947,2,152.4,-1.83363010446344,106.084076963231
"72",1946,12,6.39784946236559,17.7777777777778,-1.07747194062788,"moderate","1946-12",12.0878136200717,1947,3,80.518,-0.736825535212631,6.84770277841892
"73",1947,1,1.93548387096774,19.3727598566308,-1.10773454780019,"moderate","1947-1",10.6541218637993,1947,4,15.24,-1.89941181876666,-85.3309741778077
"74",1947,2,6.38888888888889,20.0992063492063,-1.0971567145032,"moderate","1947-2",13.2440476190476,1947,5,19.304,0.102142629082282,-82.2992562284359
"75",1947,3,7.58064516129032,21.4516129032258,-1.23481509085812,"severe","1947-3",14.5161290322581,1947,6,45.72,0.561056667120365,-33.1154170578608
"76",1947,4,9.14814814814815,22.962962962963,-1.21654509741586,"severe","1947-4",16.0555555555556,1947,7,2.54,0.770202020202019,-29.7837661912208
"77",1947,5,10.8960573476702,22.1146953405018,-1.28066471054228,"severe","1947-5",16.505376344086,1947,8,2.032,0.192484318996417,-6.6801999767875
"78",1947,6,12.8148148148148,23.8981481481482,-1.16868877673971,"moderate","1947-6",18.3564814814815,1947,9,0,0.677162649336381,-2.25063290401266
"79",1947,7,11.8279569892473,27.6881720430108,-1.36957784624835,"severe","1947-7",19.758064516129,1947,10,0,0.244098046517408,-0.554181817454545
"80",1947,8,12.168458781362,26.7293906810036,-1.37254626833336,"severe","1947-8",19.4489247311828,1947,11,0.254,-0.561964066966116,-0.485493670594937
"81",1947,9,12.2592592592593,25.962962962963,-1.34920692657428,"severe","1947-9",19.1111111111111,1947,12,0.762,-0.374334490740743,-3.9338249964375
"82",1947,10,9.73118279569893,23.7455197132616,-1.47275378185784,"severe","1947-10",16.7383512544803,1948,1,5.588,-1.03303005238489,-9.95484613747436
"83",1947,11,4.35185185185185,19.9074074074074,-2.46791014053309,"exceptional","1947-11",12.1296296296296,1948,2,0,-3.01881528964862,-46.3159230367692
"84",1947,12,2.99283154121864,18.2437275985663,-3.07493201048532,"exceptional","1947-12",10.6182795698925,1948,3,9.398,-2.20635958539184,-64.2722972215811
"85",1948,1,3.38709677419355,19.3010752688172,-3.41455356711802,"exceptional","1948-1",11.3440860215054,1948,4,0,-1.20944766106057,-100.570974177808
"86",1948,2,2.95019157088123,18.1992337164751,-3.20092154355536,"exceptional","1948-2",10.5747126436782,1948,5,43.434,-2.56719234628718,-58.1692562284359
"87",1948,3,3.83512544802867,18.5483870967742,-2.49675693256847,"exceptional","1948-3",11.1917562724014,1948,6,108.966,-2.76331609273627,30.1305829421392
"88",1948,4,7.12962962962963,20.0740740740741,-1.87458334024003,"exceptional","1948-4",13.6018518518518,1948,7,51.054,-1.68350168350169,18.7302338087792
"89",1948,5,9.06810035842294,22.4551971326165,-1.929175727454,"exceptional","1948-5",15.7616487455197,1948,8,10.922,-0.551243279569896,2.2098000232125
"90",1948,6,11.6111111111111,21.6851851851852,-1.75929494202166,"extreme","1948-6",16.6481481481482,1948,9,4.318,-1.03117068399696,2.06736709598734
"91",1948,7,10.9318996415771,24.3996415770609,-1.77901456346591,"extreme","1948-7",17.665770609319,1948,10,0,-1.84819586029263,-0.554181817454545
"92",1948,8,11.9534050179211,24.6415770609319,-1.59512329158682,"extreme","1948-8",18.2974910394265,1948,11,0,-1.71339775872238,-0.739493670594937
"93",1948,9,10.037037037037,25.3888888888889,-1.64124955422181,"extreme","1948-9",17.712962962963,1948,12,0,-1.77248263888888,-4.6958249964375
"94",1948,10,8.35555555555556,21.4888888888889,-1.66064262571006,"extreme","1948-10",14.9222222222222,1949,1,2.032,-2.84915908464295,-13.5108461374744
"95",1948,11,2.81481481481482,22.7592592592593,-1.64407743496437,"extreme","1948-11",12.787037037037,1949,2,0,-2.36140788224121,-46.3159230367692
"96",1948,12,1.72939068100358,17.1326164874552,-1.28358402970726,"severe","1948-12",9.43100358422939,1949,3,67.056,-3.39363557105493,-6.61429722158108
"97",1949,1,1.71146953405018,13.6559139784946,-1.03352707640824,"moderate","1949-1",7.6836917562724,1949,4,35.56,-4.86984192629354,-65.0109741778077
"98",1949,2,2.50992063492064,15.7539682539682,-1.02251674481346,"moderate","1949-2",9.13194444444444,1949,5,34.29,-4.0099605455209,-67.3132562284359
"99",1949,3,6.66666666666667,16.7383512544803,-1.11842521583551,"moderate","1949-3",11.7025089605735,1949,6,70.612,-2.25256340456422,-8.22341705786077
"100",1949,4,8.92592592592593,21.4444444444445,-1.35837835107162,"severe","1949-4",15.1851851851852,1949,7,6.096,-0.100168350168344,-26.2277661912208
"101",1949,5,10.6272401433692,21.8637992831541,-1.01558680533674,"moderate","1949-5",16.2455197132617,1949,8,61.722,-0.0673723118279526,53.0098000232125
"102",1949,6,12.5925925925926,23.5,-1.06895420795886,"moderate","1949-6",18.0462962962963,1949,9,0.762,0.366977464151187,-1.48863290401266
"103",1949,7,13.3154121863799,23.2078853046595,-0.991953369121885,"moderate","1949-7",18.2616487455197,1949,10,0,-1.25231772409192,-0.554181817454545
"104",1949,8,13.1899641577061,25.9856630824373,-1.03148789682575,"moderate","1949-8",19.5878136200717,1949,11,0,-0.42307517807722,-0.739493670594937
"105",1949,9,13.2407407407407,24.8888888888889,-0.967276179278331,"moderate","1949-9",19.0648148148148,1949,12,0,-0.420630787037037,-4.6958249964375
"106",1949,10,8.79928315412186,23.673835125448,-1.05189447010144,"moderate","1949-10",16.2365591397849,1950,1,0.508,-1.53482216708023,-15.0348461374744
"107",1949,11,8.09259259259259,24.6574074074074,-0.763192233776792,"dry","1949-11",16.375,1950,2,43.688,1.22655508072175,-2.62792303676923
"108",1949,12,3.81720430107527,17.8136200716846,-0.57770984343504,"dry","1949-12",10.8154121863799,1950,3,105.664,-2.00922696890439,31.9937027784189
"109",1950,1,3.2258064516129,15.7258064516129,-0.469504774414228,"none","1950-1",9.4758064516129,1950,4,64.516,-3.07772723095304,-36.0549741778077
"110",1950,2,5.71428571428572,16.9047619047619,-0.245666526412653,"none","1950-2",11.3095238095238,1950,5,70.104,-1.83238118044152,-31.4992562284359
"111",1950,3,5.91397849462366,20.1075268817204,-0.527638938916909,"none","1950-3",13.010752688172,1950,6,32.766,-0.944319676965652,-46.0694170578608
"112",1950,4,8.35185185185185,20.8703703703704,-0.456376002587256,"none","1950-4",14.6111111111111,1950,7,15.494,-0.674242424242427,-16.8297661912208
"113",1950,5,9.39068100358423,19.7491039426523,-0.734938278825822,"dry","1950-5",14.5698924731183,1950,8,1.27,-1.74299955197133,-7.4421999767875
"114",1950,6,10.2592592592593,22.4074074074074,-0.72019778203234,"dry","1950-6",16.3333333333333,1950,9,0.254,-1.34598549881177,-1.99663290401266
"115",1950,7,14.5161290322581,24.4086021505376,-0.630381955632853,"dry","1950-7",19.4623655913979,1950,10,20.574,-0.051600878213776,20.0198181825455
"116",1950,8,12.3297491039426,23.5663082437276,-0.573770108067983,"dry","1950-8",17.9480286738351,1950,11,0.508,-2.06286012431378,-0.231493670594937
"117",1950,9,12.7407407407407,23.0833333333333,-0.460169336031566,"none","1950-9",17.912037037037,1950,12,10.414,-1.57340856481482,5.7181750035625
"118",1950,10,10.8064516129032,23.9695340501792,-0.27617352702671,"none","1950-10",17.3879928315412,1951,1,30.734,-0.383388475323965,15.1911538625256
"119",1950,11,9.05555555555556,22.5648148148148,-0.212801841156869,"none","1950-11",15.8101851851852,1951,2,47.752,0.661740265906937,1.43607696323078
"120",1950,12,7.4910394265233,21.1469534050179,-0.78463739801979,"dry","1950-12",14.3189964157706,1951,3,12.7,1.4943572604863,-60.9702972215811
"121",1951,1,4.83870967741935,17.8494623655914,-0.858671364452133,"dry","1951-1",11.3440860215054,1951,4,64.262,-1.20944766106056,-36.3089741778077
"122",1951,2,4.46428571428572,18.5019841269841,-1.13303225745309,"moderate","1951-2",11.4831349206349,1951,5,30.734,-1.65877006933042,-70.8692562284359
"123",1951,3,5.41218637992832,19.8924731182796,-1.09677026027742,"moderate","1951-3",12.6523297491039,1951,6,30.48,-1.30274261603376,-48.3554170578608
"124",1951,4,8.62962962962963,18.1481481481482,-0.816118725943671,"dry","1951-4",13.3888888888889,1951,7,36.83,-1.89646464646465,4.50623380877922
"125",1951,5,9.42652329749104,20.84229390681,-0.884262382734929,"dry","1951-5",15.1344086021505,1951,8,0.254,-1.17848342293907,-8.4581999767875
"126",1951,6,11.2222222222222,21.6481481481481,-0.802592232683721,"dry","1951-6",16.4351851851852,1951,9,0.254,-1.24413364695993,-1.99663290401266
"127",1951,7,12.6702508960574,25.2150537634409,-1.05508632158218,"moderate","1951-7",18.9426523297491,1951,10,0,-0.571314139862523,-0.554181817454545
"128",1951,8,13.2795698924731,24.0501792114695,-1.04796582915485,"moderate","1951-8",18.6648745519713,1951,11,1.524,-1.34601424617758,0.784506329405063
"129",1951,9,13.3518518518518,24.8703703703704,-1.18170793981923,"moderate","1951-9",19.1111111111111,1951,12,0,-0.374334490740743,-4.6958249964375
"130",1951,10,9.53405017921148,25.241935483871,-1.38758896769432,"severe","1951-10",17.3879928315412,1952,1,12.446,-0.383388475323951,-3.09684613747436
"131",1951,11,6.7962962962963,21.7592592592593,-1.30251762274437,"severe","1951-11",14.2777777777778,1952,2,51.816,-0.870667141500473,5.50007696323078
"132",1951,12,4.85663082437276,16.4695340501792,-0.620007074672135,"dry","1951-12",10.663082437276,1952,3,121.92,-2.16155671800834,48.2497027784189
"133",1952,1,3.85304659498208,15.9498207885305,0.750993495752337,"none","1952-1",9.90143369175627,1952,4,352.806,-2.65209999080967,252.235025822192
"134",1952,2,5.53639846743295,18.9655172413793,0.717288079824786,"none","1952-2",12.2509578544061,1952,5,18.034,-0.890947135559205,-83.5692562284359
"135",1952,3,5.82437275985663,17.0967741935484,1.24966265302366,"none","1952-3",11.4605734767025,1952,6,187.198,-2.49449888843519,108.362582942139
"136",1952,4,8.61111111111111,19.4259259259259,1.22221737966121,"none","1952-4",14.0185185185185,1952,7,45.466,-1.26683501683502,13.1422338087792
"137",1952,5,10.0716845878136,21.5232974910394,1.22084036368726,"none","1952-5",15.7974910394265,1952,8,0,-0.515400985663081,-8.7121999767875
"138",1952,6,10.037037037037,22.5185185185185,1.1782145809893,"none","1952-6",16.2777777777778,1952,9,2.032,-1.40154105436732,-0.218632904012658
"139",1952,7,12.4551971326165,24.6057347670251,1.20554496297334,"none","1952-7",18.5304659498208,1952,10,0.762,-0.983500519790837,0.207818182545455
"140",1952,8,13.5663082437276,25.0179211469534,1.17824660749691,"none","1952-8",19.2921146953405,1952,11,0.254,-0.718774102808403,-0.485493670594937
"141",1952,9,11.8518518518519,26.6481481481481,1.1437097424747,"none","1952-9",19.25,1952,12,1.016,-0.23544560185185,-3.6798249964375
"142",1952,10,10.9318996415771,21.4695340501792,1.18379586859303,"none","1952-10",16.2007168458781,1953,1,2.54,-1.57066446098704,-13.0028461374744
"143",1952,11,6.35185185185185,20.3611111111111,1.27593078217169,"none","1952-11",13.3564814814815,1953,2,91.44,-1.79196343779677,45.1240769632308
"144",1952,12,4.96415770609319,17.7598566308244,1.28594051576527,"none","1952-12",11.3620071684588,1953,3,133.604,-1.46263198682554,59.9337027784189
"145",1953,1,6.73835125448029,20.1433691756272,0.235381861062754,"none","1953-1",13.4408602150538,1953,4,45.212,0.887326532487826,-55.3589741778077
"146",1953,2,4.66269841269841,20.6547619047619,0.140102836637457,"none","1953-2",12.6587301587302,1953,5,0.762,-0.483174831235178,-100.841256228436
"147",1953,3,5.34050179211469,19.7132616487455,-0.828567286400442,"dry","1953-3",12.5268817204301,1953,6,18.034,-1.42819064470759,-60.8014170578608
"148",1953,4,7.83333333333333,18.2037037037037,-0.821698680068892,"dry","1953-4",13.0185185185185,1953,7,36.068,-2.26683501683502,3.74423380877922
"149",1953,5,8.22580645161291,22.8673835125448,-0.905492100789823,"moderate","1953-5",15.5465949820789,1953,8,4.318,-0.766297043010752,-4.3941999767875
"150",1953,6,10.7201646090535,23.1687242798354,-0.866406598266346,"dry","1953-6",16.9444444444444,1953,9,6.858,-0.73487438770066,4.60736709598734
"151",1953,7,14.3727598566308,25.7706093189964,-0.907223866090911,"moderate","1953-7",20.0716845878136,1953,10,0,0.55771811820199,-0.554181817454545
"152",1953,8,12.5985663082437,24.8387096774194,-0.935986555173393,"moderate","1953-8",18.7186379928315,1953,11,0,-1.29225080531736,-0.739493670594937
"153",1953,9,12.2777777777778,24.9444444444444,-0.877507615194609,"dry","1953-9",18.6111111111111,1953,12,0.254,-0.87433449074075,-4.4418249964375
"154",1953,10,8.78136200716846,24.3996415770609,-1.02365893496201,"moderate","1953-10",16.5905017921147,1954,1,0,-1.18087951475048,-15.5428461374744
"155",1953,11,7.14814814814815,22.037037037037,-1.25280013301853,"severe","1953-11",14.5925925925926,1954,2,52.832,-0.55585232668566,6.51607696323077
"156",1953,12,4.76702508960573,21.326164874552,-2.20097789557704,"exceptional","1953-12",13.0465949820788,1954,3,2.286,0.221955826794529,-71.3842972215811
"157",1954,1,5.08960573476702,17.4014336917563,-1.53242020203362,"extreme","1954-1",11.2455197132617,1954,4,151.892,-1.30801396930428,51.3210258221923
"158",1954,2,7.34126984126984,22.9761904761905,-1.07283953015389,"moderate","1954-2",15.1587301587302,1954,5,74.93,2.01682516876482,-26.6732562284359
"159",1954,3,6.32616487455197,17.2043010752688,-0.461213120566542,"none","1954-3",11.7652329749104,1954,6,96.774,-2.18983939022731,17.9385829421392
"160",1954,4,9.48148148148149,18.9444444444444,-0.585773694247437,"dry","1954-4",14.212962962963,1954,7,11.176,-1.07239057239058,-21.1477661912208
"161",1954,5,10.3225806451613,20.2867383512545,-0.459943412647787,"none","1954-5",15.3046594982079,1954,8,1.524,-1.00823252688172,-7.1881999767875
"162",1954,6,11.462962962963,23.1481481481481,-0.463702488850494,"none","1954-6",17.3055555555556,1954,9,0.508,-0.373763276589553,-1.74263290401266
"163",1954,7,15.5197132616488,26.7025089605735,-0.463498987016147,"none","1954-7",21.1111111111111,1954,10,0,1.59714464149949,-0.554181817454545
"164",1954,8,13.4229390681004,24.8655913978495,-0.484062990194336,"none","1954-8",19.1442652329749,1954,11,0.508,-0.866623565173988,-0.231493670594937
"165",1954,9,11.8703703703704,25.8888888888889,-0.523324036255578,"none","1954-9",18.8796296296296,1954,12,0,-0.605815972222217,-4.6958249964375
"166",1954,10,8.47670250896058,22.4193548387097,-0.470175726703956,"none","1954-10",15.4480286738351,1955,1,0.762,-2.32335263303005,-14.7808461374744
"167",1954,11,7.90740740740741,22.9444444444444,-0.482426313833461,"none","1954-11",15.4259259259259,1955,2,51.562,0.277481006647669,5.24607696323077
"168",1954,12,5.44802867383513,19.4354838709677,-0.0254963098294104,"none","1954-12",12.4417562724014,1955,3,91.44,-0.382882882882884,17.7697027784189
"169",1955,1,4.03225806451613,17.168458781362,-0.241842368188783,"none","1955-1",10.6003584229391,1955,4,111.506,-1.95317525962688,10.9350258221923
"170",1955,2,4.42460317460318,18.8690476190476,-0.247920381558326,"none","1955-2",11.6468253968254,1955,5,58.166,-1.49507959313994,-43.4372562284359
"171",1955,3,7.00716845878136,21.2007168458781,-0.773557957775084,"dry","1955-3",14.1039426523297,1955,6,17.78,0.14887028719205,-61.0554170578608
"172",1955,4,8.03703703703704,21.2592592592592,-0.439107359335423,"none","1955-4",14.6481481481481,1955,7,87.63,-0.637205387205396,55.3062338087792
"173",1955,5,9.83091787439614,20.7246376811594,-0.426685373898559,"none","1955-5",15.2777777777778,1955,8,10.16,-1.03511424731182,1.4478000232125
"174",1955,6,11.1302681992337,22.5478927203065,-0.396771265024765,"none","1955-6",16.8390804597701,1955,9,0.254,-0.840238372374987,-1.99663290401266
"175",1955,7,11.9534050179211,23.8530465949821,-0.329930890863598,"none","1955-7",17.9032258064516,1955,10,0,-1.61074066316002,-0.554181817454545
"176",1955,8,13.8172043010753,26.8458781362007,-0.450911680644199,"none","1955-8",20.331541218638,1955,11,0.254,0.32065242048909,-0.485493670594937
"177",1955,9,12.6111111111111,24.8333333333333,-0.401759690874257,"none","1955-9",18.7222222222222,1955,12,0,-0.763223379629625,-4.6958249964375
"178",1955,10,10.3584229390681,21.6845878136201,-0.361367267686612,"none","1955-10",16.0215053763441,1956,1,0,-1.74987593052109,-15.5428461374744
"179",1955,11,6.94444444444445,21.9814814814815,-0.440312565499824,"none","1955-11",14.462962962963,1956,2,34.544,-0.685481956315288,-11.7719230367692
"180",1955,12,7.45519713261649,17.0430107526882,-0.0981271014331345,"none","1955-12",12.2491039426523,1956,3,154.178,-0.575535212631983,80.5077027784189
"181",1956,1,6.16487455197133,17.7240143369176,0.249116454756046,"none","1956-1",11.9444444444444,1956,4,182.626,-0.609089238121493,82.0550258221923
"182",1956,2,3.50574712643678,16.9540229885058,0.160422948146324,"none","1956-2",10.2298850574713,1956,5,29.21,-2.91201993249407,-72.3932562284359
"183",1956,3,6.11111111111111,21.4336917562724,0.0879309170272016,"none","1956-3",13.7724014336918,1956,6,0,-0.182670931445939,-78.8354170578608
"184",1956,4,8.27777777777778,18.8333333333333,0.0239252161130124,"none","1956-4",13.5555555555556,1956,7,61.468,-1.72979797979798,29.1442338087792
"185",1956,5,10.2150537634409,21.2903225806452,0.160321769482932,"none","1956-5",15.752688172043,1956,8,41.656,-0.560203853046595,32.9438000232125
"186",1956,6,11.6481481481481,23.5925925925926,0.129818378392512,"none","1956-6",17.6203703703704,1956,9,0,-0.0589484617747438,-2.25063290401266
"187",1956,7,12.6523297491039,24.8566308243728,0.149074306643041,"none","1956-7",18.7544802867383,1956,10,0,-0.759486182873285,-0.554181817454545
"188",1956,8,13.1720430107527,24.6057347670251,0.164224522560839,"none","1956-8",18.8888888888889,1956,11,0,-1.12199990926002,-0.739493670594937
"189",1956,9,12.3888888888889,27.9074074074074,0.0807120157754714,"none","1956-9",20.1481481481481,1956,12,0,0.662702546296298,-4.6958249964375
"190",1956,10,10.0358422939068,23.4587813620072,0.0611033268710242,"none","1956-10",16.747311827957,1957,1,2.794,-1.02406947890819,-12.7488461374744
"191",1956,11,6.88888888888889,25.2314814814815,-0.173855850605707,"none","1956-11",16.0601851851852,1957,2,0,0.91174026590693,-46.3159230367692
"192",1956,12,5.7168458781362,23.1541218637993,-1.16652759466218,"moderate","1956-12",14.4354838709677,1957,3,3.556,1.61084471568343,-70.1142972215811
"193",1957,1,5.55555555555556,17.2311827956989,-1.52210283401905,"severe","1957-1",11.3933691756272,1957,4,136.906,-1.1601645069387,36.3350258221923
"194",1957,2,9.42460317460318,19.5039682539682,-1.08098094487544,"moderate","1957-2",14.4642857142857,1957,5,94.996,1.32238072432038,-6.6072562284359
"195",1957,3,8.24372759856631,21.2724014336918,-0.913113451547684,"moderate","1957-3",14.758064516129,1957,6,13.716,0.802992150991336,-65.1194170578608
"196",1957,4,9.48148148148149,19.5925925925926,-0.899847940423284,"moderate","1957-4",14.537037037037,1957,7,58.674,-0.7483164983165,26.3502338087792
"197",1957,5,10.7706093189964,21.594982078853,-0.927278323828782,"moderate","1957-5",16.1827956989247,1957,8,39.878,-0.130096326164878,31.1658000232125
"198",1957,6,14.0185185185185,24.8796296296296,-0.894046239136759,"moderate","1957-6",19.4490740740741,1957,9,1.524,1.76975524192896,-0.726632904012658
"199",1957,7,15.3763440860215,26.8458781362007,-0.955718231625197,"moderate","1957-7",21.1111111111111,1957,10,0,1.59714464149948,-0.554181817454545
"200",1957,8,14.820788530466,27.0609318996416,-1.03963132808084,"moderate","1957-8",20.9408602150538,1957,11,0,0.929971416904863,-0.739493670594937
"201",1957,9,13.6296296296296,25.7592592592593,-0.944927126612965,"moderate","1957-9",19.6944444444444,1957,12,0,0.208998842592592,-4.6958249964375
"202",1957,10,11.7204301075269,23.4587813620072,-0.730439389659685,"dry","1957-10",17.589605734767,1958,1,35.814,-0.18177557209815,20.2711538625256
"203",1957,11,7.7037037037037,21.5555555555556,-0.562266432653028,"dry","1957-11",14.6296296296296,1958,2,12.954,-0.518815289648627,-33.3619230367692
"204",1957,12,7.29390681003584,21.9175627240143,0.00591820709317218,"none","1957-12",14.6057347670251,1958,3,114.554,1.78109561174077,40.8837027784189
"205",1958,1,6.82795698924731,20.8781362007168,-0.267861894149679,"none","1958-1",13.8530465949821,1958,4,94.742,1.29951291241614,-5.82897417780769
"206",1958,2,9.78174603174603,19.7619047619048,0.493577396029054,"none","1958-2",14.7718253968254,1958,5,249.936,1.62992040686006,148.332743771564
"207",1958,3,7.11469534050179,18.494623655914,1.04788116262295,"none","1958-3",12.8046594982079,1958,6,157.48,-1.15041286692981,78.6445829421393
"208",1958,4,10.537037037037,23.6759259259259,1.17378418742222,"none","1958-4",17.1064814814815,1958,7,137.922,1.82112794612795,105.598233808779
"209",1958,5,11.989247311828,22.8853046594982,1.078648278455,"none","1958-5",17.4372759856631,1958,8,8.382,1.12438396057347,-0.330199976787501
"210",1958,6,12.537037037037,24.7407407407407,1.04330072207986,"none","1958-6",18.6388888888889,1958,9,0,0.959570056743782,-2.25063290401266
"211",1958,7,13.6200716845878,24.4086021505376,1.10087197042288,"none","1958-7",19.0143369175627,1958,10,0,-0.499629552048908,-0.554181817454545
"212",1958,8,16.326164874552,26.2634408602151,1.12383924099559,"none","1958-8",21.2948028673835,1958,11,0,1.28391406923461,-0.739493670594937
"213",1958,9,14.3703703703704,28.2777777777778,1.10942960231741,"none","1958-9",21.3240740740741,1958,12,6.858,1.83862847222223,2.1621750035625
"214",1958,10,13.0645161290323,26.594982078853,0.98172388780489,"none","1958-10",19.8297491039426,1959,1,0,2.05836779707747,-15.5428461374744
"215",1958,11,8.20370370370371,22.9814814814815,0.916428294849529,"none","1958-11",15.5925925925926,1959,2,2.794,0.444147673314349,-43.5219230367692
