"","class","mean_wt_carb","mean_wt_lai","mean_wt_height","sd_wt_carb","sd_wt_lai","sd_wt_height","low_carb","high_carb","low_lai","high_lai","low_ht","high_ht"
"1",34,16.3054636747893,5.251045527888,17.8752534498729,7.94464741680833,0.516992907203694,4.75197525222321,8.36081625798093,24.2501110915976,4.73405262068431,5.7680384350917,13.1232781976497,22.6272287020961
"2",60,4.00388702637865,4.0413355075791,3.33511407395456,2.66701760208141,0.801115343078698,1.93093088945773,1.33686942429725,6.67090462846006,3.2402201645004,4.8424508506578,1.40418318449683,5.26604496341229
"3",66,16.0871851048586,6.4217067275454,10.752862304264,7.55299942095084,1.30003398257991,3.3275335654061,8.53418568390776,23.6401845258094,5.12167274496549,7.72174071012531,7.42532873885791,14.0803958696701
"4",73,4.60421706945427,4.16299086277475,4.31606012823565,2.78000335797436,0.670152965768927,2.30802475940734,1.82421371147991,7.38422042742863,3.49283789700583,4.83314382854368,2.00803536882831,6.62408488764299
"5",74,8.4376609259998,4.94539381768111,10.406478187739,4.91662506463126,0.599515323524969,3.71895575911492,3.52103586136854,13.3542859906311,4.34587849415614,5.54490914120608,6.6875224286241,14.1254339468539
"6",81,6.83892387569611,4.26931119183695,7.07184581706284,2.93454938169742,0.471609055738981,2.38021911718051,3.90437449399869,9.77347325739353,3.79770213609797,4.74092024757593,4.69162669988233,9.45206493424335
"7",86,5.67668358212436,4.31961324793482,5.81378110169656,3.33080496778092,0.608652960334164,3.15161764924087,2.34587861434344,9.00748854990528,3.71096028760065,4.92826620826898,2.66216345245569,8.96539875093743
"8",87,4.7573796745305,3.99260484918333,4.64299190276372,2.34337318633482,0.539299647519887,1.97819805505001,2.41400648819568,7.10075286086532,3.45330520166344,4.53190449670322,2.66479384771371,6.62118995781373
